sku,forecast,actual,volume,inventory_on_hand,safety_stock,lead_time_days,supplier_otif,demand_volatility_cv,margin
SKU-00416,861,1027,1003,3833,120,29,0.978,0.23,5.99
SKU-00417,1142,1265,924,2927,555,47,0.697,0.142,6.27
SKU-00418,458,468,413,4745,1017,43,0.908,0.429,9.95
SKU-00419,759,726,1057,4675,179,16,0.794,0.065,12.35
SKU-00420,409,393,368,3950,808,27,0.939,0.191,13.38
SKU-00421,556,519,519,4479,1153,38,0.934,0.102,6.56
SKU-00422,419,419,356,4647,523,53,0.823,0.035,3.51
SKU-00423,1844,1821,1388,1385,784,15,0.661,0.361,3.36
SKU-00424,556,496,448,4850,940,55,0.797,0.108,11.47
SKU-00425,1677,1208,1788,2973,513,36,0.795,0.406,7.08
SKU-00426,327,377,399,1262,832,18,0.829,0.124,8.59
SKU-00427,1204,1206,1059,407,696,47,0.975,0.044,3.41
SKU-00428,674,934,762,3761,356,13,0.889,0.327,13.46
SKU-00429,1219,967,1311,2640,596,36,0.935,0.101,8.91
SKU-00430,2018,2068,1696,4037,216,14,0.657,0.11,7.33
SKU-00431,278,357,288,1163,174,38,0.742,0.219,6.35
SKU-00432,523,363,493,4197,299,56,0.931,0.084,3.36
SKU-00433,812,941,742,2343,334,57,0.744,0.067,2.12
SKU-00434,1083,1255,1216,3212,1002,26,0.884,0.06,5.27
SKU-00435,552,677,497,570,244,40,0.82,0.193,2.39
SKU-00436,1290,1464,1490,4879,642,12,0.867,0.103,7.97
SKU-00437,907,917,876,3186,715,9,0.731,0.179,12.05
SKU-00438,1510,1484,1117,3472,1103,51,0.756,0.36,1.55
SKU-00439,716,555,693,145,148,19,0.709,0.433,2.88
SKU-00440,326,323,326,1511,289,58,0.914,0.136,7.86
SKU-00441,856,697,714,2949,289,37,0.885,0.284,4.8
SKU-00442,1536,1546,1543,1203,834,5,0.932,0.083,5.67
SKU-00443,264,253,265,1249,657,32,0.726,0.124,14.06
SKU-00444,1595,1329,1339,69,209,36,0.926,0.049,9.6
SKU-00445,1941,1841,1640,1992,458,55,0.693,0.285,14.92
SKU-00446,2016,1635,1969,1909,85,22,0.848,0.058,6.65
SKU-00447,1795,1853,1741,355,882,29,0.98,0.032,6.02
SKU-00448,1661,1472,1716,1489,961,13,0.962,0.31,4.75
SKU-00449,1545,1355,1390,244,106,19,0.713,0.19,2.19
SKU-00450,828,971,833,720,986,17,0.686,0.369,1.67
SKU-00451,598,758,558,3978,1042,43,0.713,0.188,10.45
SKU-00452,620,529,577,1701,221,24,0.858,0.324,7.75
SKU-00453,450,387,400,1459,1008,19,0.78,0.272,10.5
SKU-00454,1163,1729,1117,619,1119,17,0.856,0.032,8.42
SKU-00455,1515,1264,1627,4507,1153,27,0.891,0.209,13.74
SKU-00456,1360,1591,1363,773,812,56,0.929,0.33,6.25
SKU-00457,1381,1595,1344,1191,1083,36,0.8,0.165,6.54
SKU-00458,719,766,809,442,1094,36,0.708,0.236,1.39
SKU-00459,612,607,724,164,623,57,0.795,0.152,6.56
SKU-00460,619,697,843,2116,880,27,0.754,0.069,11.63
SKU-00461,879,1023,777,4108,243,14,0.813,0.33,13.13
SKU-00462,296,321,362,3687,332,20,0.734,0.118,8.61
SKU-00463,1896,1348,1745,4764,924,5,0.907,0.146,0.76
SKU-00464,948,776,978,3644,500,13,0.841,0.335,2.68
SKU-00465,1085,1279,1239,4906,616,56,0.921,0.139,10.02
SKU-00466,923,913,855,4684,832,17,0.665,0.028,13.53
SKU-00467,1396,1329,1317,975,567,3,0.689,0.073,10.45
SKU-00468,1334,1383,1298,3297,684,25,0.934,0.411,9.12
SKU-00469,807,960,605,2507,1181,46,0.743,0.295,10.79
SKU-00470,344,268,296,1921,695,46,0.944,0.039,10.66
SKU-00471,2316,2075,1825,2435,707,58,0.85,0.162,10.06
SKU-00472,1293,1538,1522,2488,431,46,0.822,0.377,9.12
SKU-00473,935,1027,913,4301,590,14,0.949,0.125,9.5
SKU-00474,153,189,226,2586,63,7,0.925,0.189,2.82
SKU-00475,1349,1043,1174,527,373,13,0.89,0.354,14.24
SKU-00476,1677,1852,1358,3631,1070,21,0.806,0.288,1.93
SKU-00477,851,903,787,1276,722,36,0.949,0.16,1.27
SKU-00478,1375,1203,1593,2126,237,19,0.921,0.368,2.2
SKU-00479,1181,1060,1157,1987,1036,33,0.885,0.215,12.89
SKU-00480,1400,1250,1690,4832,978,58,0.955,0.068,4.68
SKU-00481,1138,1027,1325,1150,831,11,0.882,0.16,10.26
SKU-00482,1428,1473,1505,991,1040,41,0.731,0.059,7.57
SKU-00483,1268,1067,1167,352,588,52,0.745,0.244,2.78
SKU-00484,724,1087,764,2784,269,51,0.777,0.037,5.66
SKU-00485,1695,1863,1722,904,93,40,0.836,0.292,13.26
SKU-00486,1921,1631,1935,3710,804,29,0.749,0.43,7.79
SKU-00487,194,213,210,3676,311,51,0.899,0.249,14.5
SKU-00488,1048,840,1219,4008,840,40,0.844,0.104,3.46
SKU-00489,349,253,346,3752,794,35,0.658,0.343,9.12
SKU-00490,548,419,673,819,645,26,0.795,0.367,11.12
SKU-00491,1860,1723,1603,4740,896,28,0.673,0.438,14.94
SKU-00492,326,283,362,623,967,37,0.701,0.406,8.77
SKU-00493,904,1038,1078,1704,187,40,0.813,0.102,14.99
SKU-00494,924,725,855,1460,882,59,0.858,0.191,4.5
SKU-00495,776,827,1083,4701,667,59,0.856,0.178,14.86
SKU-00496,2183,2610,1857,400,784,36,0.71,0.397,11.52
SKU-00497,1142,1323,1020,4134,769,9,0.935,0.079,9.32
SKU-00498,1066,892,1304,1679,140,3,0.653,0.195,7.93
SKU-00499,1048,1120,1009,3642,579,27,0.924,0.339,5.83
SKU-00500,450,512,560,4911,705,43,0.728,0.134,14.88
SKU-00501,1775,1809,1822,4676,887,4,0.748,0.091,6.97
SKU-00502,1113,1167,1099,1836,975,36,0.878,0.335,9.58
SKU-00503,1398,1271,1126,3943,700,56,0.729,0.034,5.17
SKU-00504,628,734,654,4250,743,23,0.782,0.283,9.72
SKU-00505,846,691,918,284,558,25,0.706,0.027,11.49
SKU-00506,674,617,821,1627,650,44,0.726,0.235,13.79
SKU-00507,1434,1523,1130,1269,1138,10,0.704,0.299,4.76
SKU-00508,521,555,468,836,172,28,0.985,0.039,10.37
SKU-00509,294,233,320,2984,963,22,0.895,0.403,8.73
SKU-00510,339,291,377,223,812,8,0.662,0.35,14.68
SKU-00511,670,444,802,2271,237,36,0.931,0.359,13.56
SKU-00512,545,569,725,2579,1136,22,0.905,0.067,7.32
SKU-00513,674,771,644,4056,1039,53,0.918,0.321,12.63
SKU-00514,1003,1025,1035,1992,1166,57,0.934,0.278,4.27
SKU-00515,1205,1531,1348,1485,305,12,0.874,0.099,12.32
SKU-00516,1542,1046,1544,977,121,46,0.77,0.43,0.84
SKU-00517,555,654,594,108,937,20,0.852,0.404,1.73
SKU-00518,962,767,928,1118,978,37,0.915,0.446,6.02
SKU-00519,509,410,521,1667,285,21,0.977,0.359,1.69
SKU-00520,1944,1166,1685,402,819,45,0.767,0.024,5.22
SKU-00521,160,199,208,2405,951,51,0.819,0.086,3.21
SKU-00522,1065,1123,1065,3533,665,50,0.719,0.09,14.45
SKU-00523,306,86,449,4048,225,3,0.892,0.076,10.29
SKU-00524,791,855,865,3297,1066,34,0.653,0.123,11.04
SKU-00525,1646,1704,1875,2511,367,36,0.704,0.093,7.84
SKU-00526,660,608,732,2907,1165,52,0.835,0.026,6.46
SKU-00527,1175,1328,1039,488,409,22,0.682,0.124,5.21
SKU-00528,1559,923,1643,571,396,59,0.756,0.258,2.1
SKU-00529,1915,1580,1722,2607,107,20,0.77,0.151,14.59
SKU-00530,1510,1652,1212,1779,677,12,0.944,0.192,3.62
SKU-00531,455,426,407,1994,439,51,0.819,0.081,1.42
SKU-00532,1511,1593,1547,2599,927,38,0.761,0.12,4.57
SKU-00533,693,839,833,3072,735,39,0.784,0.065,11.19
SKU-00534,560,526,517,1398,509,46,0.942,0.089,9.93
SKU-00535,697,683,514,877,1129,41,0.888,0.161,10.94
SKU-00536,883,1105,921,3762,247,33,0.673,0.171,3.93
SKU-00537,2223,2240,1898,243,382,59,0.954,0.178,5.64
SKU-00538,1675,1617,1822,3117,1130,41,0.803,0.263,6.49
SKU-00539,2036,1757,1674,1384,147,27,0.768,0.228,6.77
SKU-00540,1155,807,1036,4413,181,37,0.903,0.085,14.16
SKU-00541,1473,1785,1347,1543,521,39,0.693,0.115,7.17
SKU-00542,1704,1779,1793,2614,753,45,0.849,0.268,13.34
SKU-00543,1586,1465,1854,1510,926,38,0.958,0.34,2.89
SKU-00544,108,103,120,2995,895,37,0.882,0.424,11.27
SKU-00545,641,533,657,3775,1142,43,0.693,0.1,9.36
SKU-00546,835,977,738,4128,135,48,0.676,0.391,5.51
SKU-00547,397,314,474,3412,757,10,0.794,0.085,2.72
SKU-00548,2151,2397,1878,3188,984,32,0.91,0.316,4.35
SKU-00549,1499,1501,1599,612,909,53,0.944,0.13,6.78
SKU-00550,1648,1413,1752,1114,598,8,0.769,0.388,6.65
SKU-00551,678,791,857,3762,287,8,0.73,0.038,3.41
SKU-00552,248,201,214,3621,1054,3,0.852,0.121,9.22
SKU-00553,1225,1254,1397,1697,86,24,0.929,0.221,8.91
SKU-00554,804,440,919,979,147,8,0.697,0.449,3.78
SKU-00555,994,1167,1088,4707,239,36,0.669,0.075,6.39
SKU-00556,1436,1116,1246,1293,1051,6,0.891,0.069,8.93
SKU-00557,797,893,751,481,730,14,0.98,0.339,10.13
SKU-00558,221,230,212,2081,940,14,0.662,0.198,4.27
SKU-00559,454,614,458,423,433,17,0.985,0.088,0.63
SKU-00560,577,591,635,2953,800,13,0.955,0.305,13.18
SKU-00561,690,553,575,595,810,44,0.728,0.31,2.68
SKU-00562,514,343,543,4087,1138,37,0.82,0.114,6.59
SKU-00563,1629,1416,1485,2356,1196,57,0.781,0.316,0.7
SKU-00564,1946,2024,1818,2961,304,52,0.788,0.147,4.02
SKU-00565,141,142,119,2814,272,45,0.734,0.384,7.36
SKU-00566,1036,1023,941,204,383,27,0.684,0.268,14.19
SKU-00567,1175,1162,934,2296,246,49,0.756,0.13,8.81
SKU-00568,1840,2312,1745,3879,364,8,0.799,0.29,11.84
SKU-00569,1860,2290,1932,4602,553,3,0.694,0.053,3.73
SKU-00570,1321,1344,1187,984,517,54,0.674,0.108,0.67
SKU-00571,241,227,230,4874,897,38,0.767,0.218,13.92
SKU-00572,432,574,388,724,531,13,0.911,0.111,2.92
SKU-00573,550,689,569,3385,509,14,0.846,0.025,12.12
SKU-00574,1766,1567,1747,4880,382,8,0.715,0.412,3.44
SKU-00575,1284,1260,1189,3679,982,31,0.792,0.081,12.31
SKU-00576,1927,2129,1352,4108,127,20,0.697,0.269,4.59
SKU-00577,151,186,144,4770,947,56,0.826,0.026,5.83
SKU-00578,1154,1294,1144,2693,850,11,0.675,0.244,1.82
SKU-00579,292,314,312,4619,276,21,0.916,0.282,5.94
SKU-00580,1091,965,1554,2431,229,33,0.805,0.435,4.84
SKU-00581,150,160,152,1788,340,5,0.651,0.417,10.15
SKU-00582,1276,1205,1350,3677,868,55,0.7,0.321,12.62
SKU-00583,2511,2467,1940,831,624,28,0.904,0.25,6.73
SKU-00584,239,201,274,3451,225,16,0.917,0.344,9.15
SKU-00585,1500,1258,1540,1205,1049,46,0.938,0.032,0.8
SKU-00586,294,271,239,4920,1144,27,0.824,0.401,7.73
SKU-00587,279,320,322,4594,760,28,0.771,0.336,2.91
SKU-00588,1135,1281,901,745,980,23,0.839,0.389,8.68
SKU-00589,1425,1504,1666,822,137,18,0.833,0.274,0.65
SKU-00590,846,953,896,1679,214,44,0.895,0.375,13.16
SKU-00591,782,999,889,461,406,44,0.825,0.034,5.15
SKU-00592,1918,1599,1929,2399,1176,48,0.716,0.185,9.85
SKU-00593,528,639,645,4197,1029,58,0.654,0.116,14.13
SKU-00594,1328,1328,1188,4238,927,39,0.953,0.125,6.35
SKU-00595,1831,1207,1782,614,1061,16,0.821,0.437,12.21
SKU-00596,102,89,98,2078,355,9,0.675,0.297,14.75
SKU-00597,881,707,951,4589,236,26,0.807,0.389,13.7
SKU-00598,2637,2650,1971,629,707,14,0.737,0.034,7.63
SKU-00599,982,511,1376,2501,600,12,0.725,0.186,11.55
SKU-00600,797,994,832,2483,1006,40,0.937,0.384,13.56
SKU-00601,338,322,376,2790,142,23,0.767,0.026,2.04
SKU-00602,639,633,607,3112,956,37,0.688,0.265,13.64
SKU-00603,1556,1297,1464,4558,593,53,0.816,0.172,1.73
SKU-00604,318,429,284,1562,188,36,0.792,0.161,14.42
SKU-00605,259,303,291,821,1165,36,0.918,0.317,3.53
SKU-00606,1047,1198,999,2304,922,4,0.951,0.23,10.51
SKU-00607,1128,1148,1267,1435,175,23,0.867,0.389,11.33
SKU-00608,1310,1268,1132,4667,906,56,0.712,0.119,11.86
SKU-00609,1183,1036,1076,4948,857,59,0.775,0.146,3.39
SKU-00610,1502,1167,1427,3077,484,50,0.79,0.224,6.1
SKU-00611,391,455,317,2111,451,26,0.71,0.082,8.04
SKU-00612,205,234,233,300,600,54,0.985,0.419,8.81
SKU-00613,1201,1021,1123,2497,1089,23,0.796,0.039,4.8
SKU-00614,439,468,403,3113,699,51,0.986,0.401,12.9
SKU-00615,1193,1232,1394,3515,985,41,0.782,0.047,14.59
SKU-00616,1783,1850,1615,1450,268,5,0.927,0.236,12.17
SKU-00617,590,487,728,3987,471,48,0.814,0.373,11.73
SKU-00618,708,569,970,4415,1147,36,0.762,0.34,2.62
SKU-00619,1458,1564,1510,2657,502,51,0.828,0.38,4.85
SKU-00620,477,446,654,2227,112,33,0.918,0.226,13.98
SKU-00621,1504,1326,1551,3802,935,49,0.965,0.43,1.1
SKU-00622,706,584,775,3597,293,27,0.769,0.185,2.38
SKU-00623,1658,1742,1752,4117,1194,16,0.744,0.089,7.44
SKU-00624,1253,1197,1213,1652,774,48,0.786,0.158,3.45
SKU-00625,1957,1957,1735,1265,907,9,0.953,0.136,5.6
SKU-00626,1210,1446,1551,100,1155,22,0.713,0.403,7.91
SKU-00627,1123,1030,990,1163,217,51,0.77,0.269,2.72
SKU-00628,1473,1935,1306,2388,172,43,0.9,0.168,5.99
SKU-00629,355,338,294,1914,496,22,0.806,0.39,12.07
SKU-00630,779,756,819,4831,268,52,0.687,0.137,1.05
SKU-00631,814,1174,1124,3298,137,21,0.879,0.299,7.34
SKU-00632,1701,1587,1634,1467,289,31,0.651,0.225,5.97
SKU-00633,814,956,818,1631,624,45,0.834,0.358,2.71
SKU-00634,224,191,257,1005,849,39,0.791,0.25,3.33
SKU-00635,1990,2312,1704,1565,425,36,0.74,0.074,9.72
SKU-00636,2875,2713,1970,1118,541,4,0.708,0.057,8.46
SKU-00637,1219,1249,1209,983,757,9,0.838,0.237,5.1
SKU-00638,1102,905,965,2684,557,45,0.786,0.397,1.34
SKU-00639,280,346,206,3462,307,36,0.847,0.399,10.62
SKU-00640,108,101,132,2341,68,31,0.893,0.164,13.93
SKU-00641,196,169,175,3780,523,45,0.763,0.16,10.63
SKU-00642,1001,1028,999,1759,657,25,0.781,0.434,8.4
SKU-00643,488,581,458,1881,1126,13,0.809,0.197,5.23
SKU-00644,1632,2107,1540,2079,413,16,0.652,0.23,12.81
SKU-00645,528,470,528,4276,611,29,0.823,0.055,7.04
SKU-00646,1227,857,1828,3377,400,42,0.896,0.124,3.83
SKU-00647,547,460,565,11,469,45,0.752,0.402,11.84
SKU-00648,156,167,155,4593,392,54,0.857,0.04,14.64
SKU-00649,249,232,240,1601,876,46,0.72,0.286,7.86
SKU-00650,1645,1454,1450,1209,449,26,0.984,0.174,14.08
SKU-00651,792,1001,918,13,319,36,0.67,0.216,3.13
SKU-00652,2316,2206,1901,2003,1146,57,0.769,0.219,5.64
SKU-00653,246,222,211,4695,463,59,0.815,0.312,6.45
SKU-00654,1776,2326,1912,4436,624,46,0.85,0.288,6.96
SKU-00655,1829,2814,1972,1510,291,24,0.7,0.108,7.24
SKU-00656,928,991,1253,4920,681,32,0.795,0.298,13.62
SKU-00657,1553,1975,1939,2821,1030,15,0.773,0.085,12.27
SKU-00658,1386,1771,1501,3779,590,30,0.856,0.144,6.63
SKU-00659,945,1348,880,4535,302,34,0.651,0.097,12.48
SKU-00660,1870,1713,1929,1172,97,25,0.946,0.053,3.58
SKU-00661,185,132,212,1896,727,35,0.823,0.448,10.62
SKU-00662,1328,1148,1844,150,215,53,0.951,0.431,2.36
SKU-00663,772,771,711,3594,100,48,0.88,0.294,5.04
SKU-00664,1893,1694,1635,4799,1062,4,0.885,0.097,12.38
SKU-00665,1670,1290,1536,4766,631,15,0.937,0.076,3.47
SKU-00666,1705,1767,1519,3274,1052,33,0.676,0.41,9.16
SKU-00667,1112,1208,950,117,1176,24,0.989,0.11,5.1
SKU-00668,1330,1456,1142,2680,1146,28,0.84,0.179,7.47
SKU-00669,1016,740,1289,621,507,30,0.858,0.113,13.56
SKU-00670,925,619,989,3878,745,15,0.663,0.105,1.97
SKU-00671,603,704,609,4763,621,55,0.743,0.44,4.4
SKU-00672,255,262,298,4607,1042,18,0.815,0.138,3.81
SKU-00673,752,807,709,3311,995,37,0.831,0.062,4.82
SKU-00674,468,382,428,2192,602,43,0.943,0.25,7.97
SKU-00675,670,672,734,183,1072,51,0.887,0.373,0.55
SKU-00676,1860,1588,1908,3090,524,11,0.804,0.385,8.44
SKU-00677,1052,1199,797,2214,1086,7,0.866,0.07,9.12
SKU-00678,509,514,393,3544,710,59,0.833,0.366,11.48
SKU-00679,1043,939,1292,993,886,53,0.707,0.275,5.64
SKU-00680,601,615,511,1250,65,10,0.745,0.324,8.8
SKU-00681,168,133,149,2080,1079,19,0.719,0.323,7.63
SKU-00682,635,411,855,3333,229,39,0.79,0.205,3.47
SKU-00683,1058,899,1031,2813,387,51,0.815,0.365,9.71
SKU-00684,2084,1790,1977,1470,51,22,0.926,0.44,14.48
SKU-00685,724,534,737,4987,741,52,0.828,0.25,10.71
SKU-00686,224,274,203,1421,1175,24,0.665,0.278,10.39
SKU-00687,903,1118,828,4428,843,10,0.874,0.138,2.79
SKU-00688,1542,1913,1367,4957,730,41,0.913,0.21,9.69
SKU-00689,1908,1685,1906,1276,658,57,0.908,0.392,10.12
SKU-00690,711,816,830,2834,293,13,0.957,0.309,9.75
SKU-00691,962,779,812,3507,207,56,0.671,0.143,11.65
SKU-00692,1527,1800,1702,458,65,44,0.739,0.344,5.04
SKU-00693,373,303,346,4306,637,10,0.777,0.253,7.85
SKU-00694,1354,895,1449,2193,1171,17,0.808,0.059,13.28
SKU-00695,135,76,185,3468,383,12,0.711,0.274,10.19
SKU-00696,283,231,287,2041,158,8,0.886,0.331,4.39
SKU-00697,519,366,631,4716,578,52,0.749,0.04,0.83
SKU-00698,968,883,874,3699,166,28,0.754,0.386,8.03
SKU-00699,1861,2122,1963,3152,948,55,0.723,0.366,7.14
SKU-00700,552,610,626,955,264,30,0.726,0.14,6.83
SKU-00701,276,277,261,4487,516,14,0.729,0.078,6.67
SKU-00702,998,786,774,3359,814,7,0.676,0.386,11.94
SKU-00703,590,753,764,1946,121,3,0.724,0.266,8.48
SKU-00704,184,198,190,1876,670,24,0.671,0.325,3.88
SKU-00705,2025,1582,1900,1205,695,46,0.713,0.282,10.18
SKU-00706,1771,1723,1592,1209,1084,33,0.802,0.13,7.79
SKU-00707,968,1337,1231,4997,1184,40,0.986,0.137,8.19
SKU-00708,75,69,85,1506,1138,48,0.965,0.279,14.27
SKU-00709,861,470,1201,4569,424,32,0.954,0.202,12.95
SKU-00710,1262,1082,1303,2104,408,21,0.981,0.07,4.66
SKU-00711,753,912,907,57,727,17,0.916,0.347,2.21
SKU-00712,1447,1565,1398,4843,593,19,0.945,0.282,1.0
SKU-00713,1177,1296,1308,484,86,44,0.839,0.108,6.0
SKU-00714,847,718,682,1638,972,27,0.971,0.097,3.85
SKU-00715,519,419,438,2566,800,33,0.778,0.421,11.06
SKU-00716,1194,971,977,3584,820,32,0.98,0.419,12.94
SKU-00717,1023,1331,984,1852,102,24,0.773,0.168,0.85
SKU-00718,459,546,451,2998,924,9,0.924,0.239,11.21
SKU-00719,890,755,1144,3480,178,11,0.711,0.105,6.38
SKU-00720,1388,1233,1229,4851,639,7,0.785,0.078,7.76
SKU-00721,1315,1347,1130,3576,1141,16,0.745,0.339,8.4
SKU-00722,586,865,786,1031,1032,52,0.889,0.095,13.37
SKU-00723,502,415,511,4314,645,43,0.927,0.044,9.48
SKU-00724,1129,1080,1075,258,1126,42,0.828,0.166,8.67
SKU-00725,871,784,1039,4691,1037,28,0.968,0.108,11.73
SKU-00726,314,378,329,4438,107,36,0.688,0.274,12.44
SKU-00727,1122,1272,1001,2753,1055,17,0.796,0.3,11.67
SKU-00728,997,1143,848,2826,1001,37,0.732,0.139,1.91
SKU-00729,1524,1235,1391,3595,736,36,0.737,0.305,9.69
SKU-00730,1699,1007,1816,773,1035,19,0.92,0.233,13.47
SKU-00731,884,835,1077,2139,791,20,0.782,0.102,4.77
SKU-00732,452,355,578,2722,659,53,0.65,0.417,2.95
SKU-00733,740,628,699,3795,963,58,0.948,0.446,5.08
SKU-00734,552,477,598,657,828,25,0.663,0.437,7.4
SKU-00735,361,359,362,479,407,49,0.864,0.058,5.59
SKU-00736,573,408,530,4402,1009,13,0.87,0.384,6.06
SKU-00737,1539,1595,1438,837,490,48,0.921,0.133,3.59
SKU-00738,1932,2181,1453,647,988,45,0.932,0.294,11.48
SKU-00739,1479,1517,1582,2909,802,39,0.854,0.218,5.62
SKU-00740,1853,1781,1788,1917,732,52,0.977,0.325,8.56
SKU-00741,1844,1934,1858,1919,234,50,0.981,0.059,14.34
SKU-00742,1568,1415,1566,4685,802,41,0.724,0.292,13.43
SKU-00743,759,727,707,1470,715,47,0.879,0.074,13.65
SKU-00744,887,1157,993,38,188,55,0.655,0.138,3.51
SKU-00745,759,799,1045,4720,210,53,0.867,0.387,4.16
SKU-00746,752,721,786,3891,495,11,0.944,0.188,1.77
SKU-00747,939,793,1139,3093,958,56,0.706,0.133,9.58
SKU-00748,942,1420,1182,2538,546,21,0.749,0.322,6.74
SKU-00749,554,591,539,3603,531,26,0.752,0.147,12.16
SKU-00750,1001,601,1298,2833,624,50,0.81,0.242,2.12
SKU-00751,1459,1093,1343,3221,303,26,0.907,0.307,12.76
SKU-00752,1143,805,1509,1277,498,27,0.751,0.409,2.57
SKU-00753,792,857,647,1567,161,31,0.839,0.279,5.04
SKU-00754,993,1013,988,47,473,51,0.809,0.293,9.66
SKU-00755,1350,1479,1937,2055,877,8,0.978,0.368,10.94
SKU-00756,1858,1577,1650,3019,1098,52,0.767,0.258,6.7
SKU-00757,1506,1289,1245,450,780,37,0.869,0.062,9.9
SKU-00758,427,455,365,365,1013,57,0.696,0.115,0.88
SKU-00759,1315,1251,1065,1957,214,48,0.781,0.407,0.94
SKU-00760,1665,1912,1735,4963,502,38,0.902,0.125,7.52
SKU-00761,1928,2608,1783,216,163,45,0.983,0.248,5.31
SKU-00762,2132,2948,1744,3655,389,53,0.915,0.395,0.63
SKU-00763,625,502,652,3538,920,33,0.761,0.411,3.71
SKU-00764,733,756,644,3467,843,37,0.882,0.403,3.37
SKU-00765,1016,966,1256,2897,121,55,0.723,0.273,8.18
SKU-00766,1675,1579,1779,4589,1007,29,0.765,0.213,3.51
SKU-00767,1121,1112,1109,2301,645,41,0.9,0.314,2.59
SKU-00768,837,1318,1240,4962,834,13,0.708,0.075,7.65
SKU-00769,225,260,265,3372,1196,26,0.834,0.074,11.5
SKU-00770,79,75,82,4861,439,53,0.735,0.236,0.97
SKU-00771,1056,919,1143,3556,436,32,0.924,0.059,1.98
SKU-00772,598,529,628,3408,848,37,0.677,0.206,14.6
SKU-00773,1809,1764,1871,1149,1024,7,0.766,0.031,8.19
SKU-00774,603,764,520,2347,1092,36,0.669,0.332,7.28
SKU-00775,2038,1702,1759,2487,79,38,0.97,0.347,4.31
SKU-00776,310,326,278,91,836,48,0.718,0.209,9.8
SKU-00777,782,1142,859,1938,858,9,0.85,0.265,7.38
SKU-00778,1106,1231,1013,2159,352,28,0.691,0.041,8.2
SKU-00779,516,485,478,3760,951,40,0.706,0.374,4.66
SKU-00780,124,113,140,3889,959,5,0.731,0.044,12.7
SKU-00781,838,941,646,4248,1057,55,0.727,0.149,14.69
SKU-00782,1554,1103,1612,4511,51,16,0.771,0.062,10.03
SKU-00783,648,459,740,4962,551,18,0.672,0.382,0.53
SKU-00784,1013,1103,835,356,71,37,0.687,0.432,7.79
SKU-00785,657,725,605,3546,1077,16,0.859,0.247,0.79
SKU-00786,1263,1141,1357,4610,932,22,0.846,0.115,1.14
SKU-00787,2292,2297,1889,1941,784,18,0.664,0.276,0.66
SKU-00788,1732,1663,1933,2307,647,20,0.908,0.199,13.28
SKU-00789,177,213,278,3002,476,42,0.91,0.334,10.35
SKU-00790,78,81,91,4040,344,28,0.737,0.166,1.82
SKU-00791,734,615,909,492,169,6,0.898,0.027,14.51
SKU-00792,1304,1412,1436,3808,139,39,0.728,0.173,12.62
SKU-00793,1658,1154,1685,4946,748,34,0.889,0.418,14.62
SKU-00794,810,966,852,3145,289,27,0.902,0.413,6.02
SKU-00795,236,256,184,1999,1088,19,0.829,0.443,7.57
SKU-00796,275,331,378,3404,329,25,0.937,0.126,1.63
SKU-00797,1424,1412,1300,1822,331,31,0.955,0.299,8.5
SKU-00798,1598,1631,1811,3607,98,23,0.711,0.105,5.15
SKU-00799,434,389,463,324,965,20,0.828,0.074,6.29
SKU-00800,1057,1171,1604,2804,727,39,0.742,0.246,0.98
SKU-00801,311,411,365,3953,165,58,0.968,0.065,1.24
SKU-00802,2105,1687,1974,933,1085,36,0.848,0.323,7.27
SKU-00803,1638,1774,1593,433,1012,11,0.797,0.065,5.86
SKU-00804,1019,1028,953,4326,1003,27,0.899,0.195,13.84
SKU-00805,663,463,753,697,685,31,0.828,0.443,12.31
SKU-00806,1190,1093,1351,2725,126,51,0.823,0.427,2.76
SKU-00807,789,1049,708,2365,115,48,0.902,0.241,3.31
SKU-00808,954,1110,971,4745,1054,41,0.666,0.321,8.82
SKU-00809,339,325,348,2733,262,10,0.986,0.402,7.84
SKU-00810,375,463,400,3846,202,6,0.703,0.053,7.0
SKU-00811,1625,1521,1269,4474,494,32,0.904,0.285,0.8
SKU-00812,1417,1106,1800,2926,1152,34,0.895,0.324,8.13
SKU-00813,409,366,405,3766,771,56,0.814,0.127,7.54
SKU-00814,814,798,752,1207,168,40,0.689,0.24,12.77
SKU-00815,850,1097,760,3133,296,19,0.808,0.42,14.91
SKU-00816,1735,1982,1593,403,490,5,0.73,0.133,14.47
SKU-00817,561,515,615,131,94,40,0.876,0.419,11.14
SKU-00818,876,762,867,2429,1048,40,0.893,0.218,4.16
SKU-00819,244,267,279,1932,427,56,0.869,0.352,6.72
SKU-00820,1968,2025,1873,2699,721,8,0.768,0.334,9.55
SKU-00821,1492,2024,1479,4165,274,26,0.751,0.198,14.74
SKU-00822,770,834,810,895,904,8,0.985,0.184,12.32
SKU-00823,453,501,374,2755,98,36,0.909,0.073,0.63
SKU-00824,903,1115,914,790,635,42,0.843,0.112,9.1
SKU-00825,1416,1474,1287,3646,1013,49,0.656,0.093,1.14
SKU-00826,337,291,289,2472,908,37,0.932,0.407,8.61
SKU-00827,836,813,1030,1066,1154,27,0.915,0.167,12.23
SKU-00828,965,1001,912,868,777,37,0.794,0.354,14.72
SKU-00829,1381,1990,1850,1189,978,7,0.765,0.181,9.7
SKU-00830,368,183,408,1289,192,53,0.983,0.398,9.45
SKU-00831,599,761,736,3700,478,28,0.948,0.307,7.15
SKU-00832,1391,2034,1784,4404,763,28,0.8,0.313,1.3
